id	mouse_id	unique_cage	vendor	cage	mouse	day	collection_date	experiment	dilution1	dilution2	weight	run	plate	plate_location	duplicate_run	duplicate_plate	duplicate_plate_location	cfu1	cfu2	cfu	cfu_d1	cfu_d2	cfu_d3	cfu_d4	cfu_d5	cfu_d6	cfu_d7	clearance_status_d7	cfu_d8	cfu_d9	baseline_weight	weight_change
S22D1E1	1_Schloss_2_2	1_Schloss_2	Schloss	2	2	1	28-Nov-18	1	-5	-6	21.7	run_2	plate_3	B1	NA	NA	NA	55999999.99999999	20000000	38000000	38000000	25000000	NA	NA	4200	2000	NA	no_data	0	0	22.2	-0.5
Y11D1E1	1_Young_1_1	1_Young_1	Young	1	1	1	28-Nov-18	1	-5	-6	20.35	run_2	plate_3	B4	NA	NA	NA	25999999.999999996	80000000	53000000	53000000	6300000	3100000	NA	1000	1000	1000	colonized	0	0	19.5	0.8500000000000014
Y12D1E1	1_Young_1_2	1_Young_1	Young	1	2	1	28-Nov-18	1	-5	-6	18.5	run_2	plate_3	A8	NA	NA	NA	144000000	220000000	182000000	182000000	3230000	1600000	NA	0	0	0	not_detectable	0	0	19	-0.5
Y13D1E1	1_Young_1_3	1_Young_1	Young	1	3	1	28-Nov-18	1	-5	-6	19.6	run_2	plate_3	B3	NA	NA	NA	29999999.999999996	20000000	25000000	25000000	3190000	600000	NA	0	0	0	not_detectable	0	0	20	-0.3999999999999986
Y21D1E1	1_Young_2_1	1_Young_2	Young	2	1	1	28-Nov-18	1	-5	-6	18.89	run_2	plate_3	B10	NA	NA	NA	31999999.999999996	20000000	26000000	26000000	27200000	NA	20000	12000	0	0	not_detectable	0	0	19.6	-0.7100000000000009
Y22D1E1	1_Young_2_2	1_Young_2	Young	2	2	1	28-Nov-18	1	-5	-6	20.64	run_2	plate_3	B12	NA	NA	NA	65999999.99999999	320000000	193000000	193000000	NA	3000000	NA	1000	NA	0	not_detectable	0	0	20.9	-0.259999999999998
J11D1E1	1_Jackson_1_1	1_Jackson_1	Jackson	1	1	1	28-Nov-18	1	-5	-6	19.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71400000	191999999.99999997	4300000	150000	92000	275000	colonized	0	0	18.8	0.379999999999999
J12D1E1	1_Jackson_1_2	1_Jackson_1	Jackson	1	2	1	28-Nov-18	1	-5	-6	16.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7900000	7999999.999999999	820000	10000	NA	no_data	0	0	17	-0.05999999999999872
J21D1E1	1_Jackson_2_1	1_Jackson_2	Jackson	2	1	1	28-Nov-18	1	-5	-6	18.41	run_2	plate_3	A12	NA	NA	NA	29999999.999999996	100000000	65000000	65000000	NA	22100000	2400000	130000	66000	NA	no_data	0	0	18.5	-0.08999999999999986
J22D1E1	1_Jackson_2_2	1_Jackson_2	Jackson	2	2	1	28-Nov-18	1	-5	-6	16.95	run_2	plate_3	C5	NA	NA	NA	13999999.999999998	NA	13999999.999999998	13999999.999999998	NA	36300000	400000	80000	29000	4000	colonized	0	0	17.1	-0.15000000000000213
C11D1E1	1_Charles River_1_1	1_Charles River_1	Charles River	1	1	1	28-Nov-18	1	-5	-6	19.31	run_2	plate_3	C2	NA	NA	NA	5999999.999999999	NA	5999999.999999999	5999999.999999999	420000	960000	2000	3000	1100	1000	colonized	0	0	20.3	-0.990000000000002
C12D1E1	1_Charles River_1_2	1_Charles River_1	Charles River	1	2	1	28-Nov-18	1	-5	-6	15.69	run_2	plate_3	B7	NA	NA	NA	1999999.9999999998	20000000	11000000	11000000	NA	27600000	136000	24900	3300	200	colonized	0	0	16.7	-1.0099999999999998
C21D1E1	1_Charles River_2_1	1_Charles River_2	Charles River	2	1	1	28-Nov-18	1	-5	-6	18.98	run_2	plate_3	A9	NA	NA	NA	44000000	40000000	42000000	42000000	170000	NA	NA	0	NA	0	not_detectable	0	0	19	-0.019999999999999574
C22D1E1	1_Charles River_2_2	1_Charles River_2	Charles River	2	2	1	28-Nov-18	1	-5	-6	17.44	run_2	plate_3	C3	NA	NA	NA	NA	NA	NA	NA	320000	NA	NA	0	0	0	not_detectable	0	0	17.7	-0.259999999999998
T11D1E1	1_Taconic_1_1	1_Taconic_1	Taconic	1	1	1	28-Nov-18	1	-5	-6	18.74	run_2	plate_3	A11	NA	NA	NA	11999999.999999998	20000000	16000000	16000000	NA	6699999.999999999	1710000	11600000	NA	NA	no_data	0	0	18.9	-0.16000000000000014
T12D1E1	1_Taconic_1_2	1_Taconic_1	Taconic	1	2	1	28-Nov-18	1	-5	-6	19.12	run_2	plate_3	B8	NA	NA	NA	NA	NA	NA	NA	NA	83999999.99999999	47400000	NA	20000	1950000	colonized	700000	96000	19	0.120000000000001
T21D1E1	1_Taconic_2_1	1_Taconic_2	Taconic	2	1	1	28-Nov-18	1	-5	-6	17.84	run_2	plate_3	B11	NA	NA	NA	25999999.999999996	220000000	123000000	123000000	NA	NA	NA	NA	51200000	NA	no_data	0	0	17	0.8399999999999999
T22D1E1	1_Taconic_2_2	1_Taconic_2	Taconic	2	2	1	28-Nov-18	1	-5	-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	20	NA
E11D1E1	1_Envigo_1_1	1_Envigo_1	Envigo	1	1	1	28-Nov-18	1	-5	-6	17.08	run_2	plate_3	C1	NA	NA	NA	63999999.99999999	60000000	62000000	62000000	15000000	18100000	1680000	300000	16000	0	not_detectable	0	0	17.3	-0.22000000000000242
E12D1E1	1_Envigo_1_2	1_Envigo_1	Envigo	1	2	1	28-Nov-18	1	-5	-6	17.06	run_2	plate_3	A10	NA	NA	NA	3999999.9999999995	40000000	22000000	22000000	55800000	7099999.999999999	1860000	16000	NA	2100	colonized	0	0	17.5	-0.4400000000000013
E21D1E1	1_Envigo_2_1	1_Envigo_2	Envigo	2	1	1	28-Nov-18	1	-5	-6	16.37	run_2	plate_3	B2	NA	NA	NA	11999999.999999998	NA	11999999.999999998	11999999.999999998	53800000	11500000	520000	19000	NA	1400	colonized	0	0	17.1	-0.7300000000000004
E22D1E1	1_Envigo_2_2	1_Envigo_2	Envigo	2	2	1	28-Nov-18	1	-5	-6	17.19	run_2	plate_3	C4	NA	NA	NA	93999999.99999999	200000000	147000000	147000000	52400000	35900000	1370000	15000	NA	1000	colonized	0	0	17.5	-0.3099999999999987
S11D2E1	1_Schloss_1_1	1_Schloss_1	Schloss	1	1	2	29-Nov-18	1	-3	-4	21.45	run_2	plate_2	H10	NA	NA	NA	3560000	5400000	4480000	75000000	4480000	2500000	NA	0	0	NA	no_data	0	0	22.4	-0.9499999999999993
S12D2E1	1_Schloss_1_2	1_Schloss_1	Schloss	1	2	2	29-Nov-18	1	-3	-4	19.47	NA	NA	NA	NA	NA	NA	NA	19800000	19800000	90000000	19800000	4300000	240000	4400	0	34000	colonized	0	0	22	-2.530000000000001
S21D2E1	1_Schloss_2_1	1_Schloss_2	Schloss	2	1	2	29-Nov-18	1	-3	-4	21.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	10000000	NA	400000	60000	18900	14400	2500	colonized	0	0	22.6	-1.3200000000000003
S22D2E1	1_Schloss_2_2	1_Schloss_2	Schloss	2	2	2	29-Nov-18	1	-3	-4	20.98	NA	NA	NA	NA	NA	NA	NA	25000000	25000000	38000000	25000000	NA	NA	4200	2000	NA	no_data	0	0	22.2	-1.2199999999999989
Y11D2E1	1_Young_1_1	1_Young_1	Young	1	1	2	29-Nov-18	1	-3	-4	20.04	run_2	plate_3	A6	NA	NA	NA	5000000	7600000	6300000	53000000	6300000	3100000	NA	1000	1000	1000	colonized	0	0	19.5	0.5399999999999991
Y12D2E1	1_Young_1_2	1_Young_1	Young	1	2	2	29-Nov-18	1	-3	-4	17.66	run_2	plate_2	H8	NA	NA	NA	2460000	4000000	3230000	182000000	3230000	1600000	NA	0	0	0	not_detectable	0	0	19	-1.3399999999999999
Y13D2E1	1_Young_1_3	1_Young_1	Young	1	3	2	29-Nov-18	1	-3	-4	19.78	run_2	plate_3	A3	NA	NA	NA	2380000	4000000	3190000	25000000	3190000	600000	NA	0	0	0	not_detectable	0	0	20	-0.21999999999999886
Y21D2E1	1_Young_2_1	1_Young_2	Young	2	1	2	29-Nov-18	1	-3	-4	18.73	run_2	plate_3	A4	NA	NA	NA	NA	27200000	27200000	26000000	27200000	NA	20000	12000	0	0	not_detectable	0	0	19.6	-0.870000000000001
Y22D2E1	1_Young_2_2	1_Young_2	Young	2	2	2	29-Nov-18	1	-3	-4	19.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	193000000	NA	3000000	NA	1000	NA	0	not_detectable	0	0	20.9	-1.1600000000000001
J11D2E1	1_Jackson_1_1	1_Jackson_1	Jackson	1	1	2	29-Nov-18	1	-3	-4	17.35	run_2	plate_2	H9	NA	NA	NA	NA	71400000	71400000	NA	71400000	191999999.99999997	4300000	150000	92000	275000	colonized	0	0	18.8	-1.4499999999999993
J12D2E1	1_Jackson_1_2	1_Jackson_1	Jackson	1	2	2	29-Nov-18	1	-3	-4	15.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7900000	7999999.999999999	820000	10000	NA	no_data	0	0	17	-1.9700000000000006
J21D2E1	1_Jackson_2_1	1_Jackson_2	Jackson	2	1	2	29-Nov-18	1	-3	-4	15.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	65000000	NA	22100000	2400000	130000	66000	NA	no_data	0	0	18.5	-2.51
J22D2E1	1_Jackson_2_2	1_Jackson_2	Jackson	2	2	2	29-Nov-18	1	-3	-4	15.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	13999999.999999998	NA	36300000	400000	80000	29000	4000	colonized	0	0	17.1	-1.8100000000000023
C11D2E1	1_Charles River_1_1	1_Charles River_1	Charles River	1	1	2	29-Nov-18	1	-3	-4	20.22	run_2	plate_2	H7	NA	NA	NA	440000	400000	420000	5999999.999999999	420000	960000	2000	3000	1100	1000	colonized	0	0	20.3	-0.08000000000000185
C12D2E1	1_Charles River_1_2	1_Charles River_1	Charles River	1	2	2	29-Nov-18	1	-3	-4	14.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	11000000	NA	27600000	136000	24900	3300	200	colonized	0	0	16.7	-2.299999999999999
C21D2E1	1_Charles River_2_1	1_Charles River_2	Charles River	2	1	2	29-Nov-18	1	-3	-4	19.16	NA	NA	NA	NA	NA	NA	140000	200000	170000	42000000	170000	NA	NA	0	NA	0	not_detectable	0	0	19	0.16000000000000014
C22D2E1	1_Charles River_2_2	1_Charles River_2	Charles River	2	2	2	29-Nov-18	1	-3	-4	17.35	NA	NA	NA	NA	NA	NA	240000	400000	320000	NA	320000	NA	NA	0	0	0	not_detectable	0	0	17.7	-0.34999999999999787
T11D2E1	1_Taconic_1_1	1_Taconic_1	Taconic	1	1	2	29-Nov-18	1	-3	-4	17.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	16000000	NA	6699999.999999999	1710000	11600000	NA	NA	no_data	0	0	18.9	-1.5199999999999996
T12D2E1	1_Taconic_1_2	1_Taconic_1	Taconic	1	2	2	29-Nov-18	1	-3	-4	16.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83999999.99999999	47400000	NA	20000	1950000	colonized	700000	96000	19	-2.1999999999999993
T21D2E1	1_Taconic_2_1	1_Taconic_2	Taconic	2	1	2	29-Nov-18	1	-3	-4	17.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	123000000	NA	NA	NA	NA	51200000	NA	no_data	0	0	17	0.7600000000000016
T22D2E1	1_Taconic_2_2	1_Taconic_2	Taconic	2	2	2	29-Nov-18	1	-3	-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	20	NA
E11D2E1	1_Envigo_1_1	1_Envigo_1	Envigo	1	1	2	29-Nov-18	1	-3	-4	16.52	run_2	plate_3	A1	NA	NA	NA	NA	15000000	15000000	62000000	15000000	18100000	1680000	300000	16000	0	not_detectable	0	0	17.3	-0.7800000000000011
E12D2E1	1_Envigo_1_2	1_Envigo_1	Envigo	1	2	2	29-Nov-18	1	-3	-4	16.55	run_2	plate_3	A7	NA	NA	NA	NA	55800000	55800000	22000000	55800000	7099999.999999999	1860000	16000	NA	2100	colonized	0	0	17.5	-0.9499999999999993
E21D2E1	1_Envigo_2_1	1_Envigo_2	Envigo	2	1	2	29-Nov-18	1	-3	-4	16.25	run_2	plate_3	A2	NA	NA	NA	NA	53800000	53800000	11999999.999999998	53800000	11500000	520000	19000	NA	1400	colonized	0	0	17.1	-0.8500000000000014
E22D2E1	1_Envigo_2_2	1_Envigo_2	Envigo	2	2	2	29-Nov-18	1	-3	-4	17.65	run_2	plate_3	A5	NA	NA	NA	NA	52400000	52400000	147000000	52400000	35900000	1370000	15000	NA	1000	colonized	0	0	17.5	0.14999999999999858
S11D3E1	1_Schloss_1_1	1_Schloss_1	Schloss	1	1	3	30-Nov-18	1	-4	-5	22.1	run_2	plate_2	F11	NA	NA	NA	1000000	3999999.9999999995	2500000	75000000	4480000	2500000	NA	0	0	NA	no_data	0	0	22.4	-0.29999999999999716
S12D3E1	1_Schloss_1_2	1_Schloss_1	Schloss	1	2	3	30-Nov-18	1	-4	-5	19.8	run_2	plate_2	G9	NA	NA	NA	4600000	3999999.9999999995	4300000	90000000	19800000	4300000	240000	4400	0	34000	colonized	0	0	22	-2.1999999999999993
S21D3E1	1_Schloss_2_1	1_Schloss_2	Schloss	2	1	3	30-Nov-18	1	-4	-5	22.3	run_2	plate_2	G6	NA	NA	NA	400000	NA	400000	10000000	NA	400000	60000	18900	14400	2500	colonized	0	0	22.6	-0.3000000000000007
S22D3E1	1_Schloss_2_2	1_Schloss_2	Schloss	2	2	3	30-Nov-18	1	-4	-5	20.4	run_2	plate_2	F12	NA	NA	NA	NA	NA	NA	38000000	25000000	NA	NA	4200	2000	NA	no_data	0	0	22.2	-1.8000000000000007
Y11D3E1	1_Young_1_1	1_Young_1	Young	1	1	3	30-Nov-18	1	-4	-5	19.7	run_2	plate_2	G1	NA	NA	NA	2200000	3999999.9999999995	3100000	53000000	6300000	3100000	NA	1000	1000	1000	colonized	0	0	19.5	0.1999999999999993
Y12D3E1	1_Young_1_2	1_Young_1	Young	1	2	3	30-Nov-18	1	-4	-5	18.7	run_2	plate_2	H1	NA	NA	NA	1600000	NA	1600000	182000000	3230000	1600000	NA	0	0	0	not_detectable	0	0	19	-0.3000000000000007
Y13D3E1	1_Young_1_3	1_Young_1	Young	1	3	3	30-Nov-18	1	-4	-5	20.6	run_2	plate_2	G3	NA	NA	NA	600000	NA	600000	25000000	3190000	600000	NA	0	0	0	not_detectable	0	0	20	0.6000000000000014
Y21D3E1	1_Young_2_1	1_Young_2	Young	2	1	3	30-Nov-18	1	-4	-5	19.3	run_2	plate_2	H2	NA	NA	NA	NA	NA	NA	26000000	27200000	NA	20000	12000	0	0	not_detectable	0	0	19.6	-0.3000000000000007
Y22D3E1	1_Young_2_2	1_Young_2	Young	2	2	3	30-Nov-18	1	-4	-5	20.1	run_2	plate_2	G5	NA	NA	NA	2000000	3999999.9999999995	3000000	193000000	NA	3000000	NA	1000	NA	0	not_detectable	0	0	20.9	-0.7999999999999972
J11D3E1	1_Jackson_1_1	1_Jackson_1	Jackson	1	1	3	30-Nov-18	1	-4	-5	17.1	NA	NA	NA	NA	NA	NA	NA	191999999.99999997	191999999.99999997	NA	71400000	191999999.99999997	4300000	150000	92000	275000	colonized	0	0	18.8	-1.6999999999999993
J12D3E1	1_Jackson_1_2	1_Jackson_1	Jackson	1	2	3	30-Nov-18	1	-4	-5	15.8	run_2	plate_2	F10	NA	NA	NA	7800000	7999999.999999999	7900000	NA	NA	7900000	7999999.999999999	820000	10000	NA	no_data	0	0	17	-1.1999999999999993
J21D3E1	1_Jackson_2_1	1_Jackson_2	Jackson	2	1	3	30-Nov-18	1	-4	-5	16.4	run_2	plate_2	G2	NA	NA	NA	12200000	31999999.999999996	22100000	65000000	NA	22100000	2400000	130000	66000	NA	no_data	0	0	18.5	-2.1000000000000014
J22D3E1	1_Jackson_2_2	1_Jackson_2	Jackson	2	2	3	30-Nov-18	1	-4	-5	16.4	run_2	plate_2	G12	NA	NA	NA	24600000	47999999.99999999	36300000	13999999.999999998	NA	36300000	400000	80000	29000	4000	colonized	0	0	17.1	-0.7000000000000028
C11D3E1	1_Charles River_1_1	1_Charles River_1	Charles River	1	1	3	30-Nov-18	1	-3	-4	20.1	run_2	plate_2	H6	NA	NA	NA	720000	1200000	960000	5999999.999999999	420000	960000	2000	3000	1100	1000	colonized	0	0	20.3	-0.1999999999999993
C12D3E1	1_Charles River_1_2	1_Charles River_1	Charles River	1	2	3	30-Nov-18	1	-3	-4	14.1	run_2	plate_2	F9	NA	NA	NA	NA	27600000	27600000	11000000	NA	27600000	136000	24900	3300	200	colonized	0	0	16.7	-2.5999999999999996
C21D3E1	1_Charles River_2_1	1_Charles River_2	Charles River	2	1	3	30-Nov-18	1	-3	-4	19.4	run_2	plate_2	H3	NA	NA	NA	NA	NA	NA	42000000	170000	NA	NA	0	NA	0	not_detectable	0	0	19	0.3999999999999986
C22D3E1	1_Charles River_2_2	1_Charles River_2	Charles River	2	2	3	30-Nov-18	1	-3	-4	17.3	run_2	plate_2	G11	NA	NA	NA	NA	NA	NA	NA	320000	NA	NA	0	0	0	not_detectable	0	0	17.7	-0.3999999999999986
T11D3E1	1_Taconic_1_1	1_Taconic_1	Taconic	1	1	3	30-Nov-18	1	-4	-5	17.4	run_2	plate_2	G7	NA	NA	NA	3400000	9999999.999999998	6699999.999999999	16000000	NA	6699999.999999999	1710000	11600000	NA	NA	no_data	0	0	18.9	-1.5
T12D3E1	1_Taconic_1_2	1_Taconic_1	Taconic	1	2	3	30-Nov-18	1	-4	-5	17.1	run_2	plate_2	G10	NA	NA	NA	NA	83999999.99999999	83999999.99999999	NA	NA	83999999.99999999	47400000	NA	20000	1950000	colonized	700000	96000	19	-1.8999999999999986
T21D3E1	1_Taconic_2_1	1_Taconic_2	Taconic	2	1	3	30-Nov-18	1	-4	-5	17.6	run_2	plate_2	G8	NA	NA	NA	NA	NA	NA	123000000	NA	NA	NA	NA	51200000	NA	no_data	0	0	17	0.6000000000000014
T22D3E1	1_Taconic_2_2	1_Taconic_2	Taconic	2	2	3	30-Nov-18	1	-4	-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	20	NA
E11D3E1	1_Envigo_1_1	1_Envigo_1	Envigo	1	1	3	30-Nov-18	1	-4	-5	16.8	run_2	plate_2	H5	NA	NA	NA	26200000	9999999.999999998	18100000	62000000	15000000	18100000	1680000	300000	16000	0	not_detectable	0	0	17.3	-0.5
E12D3E1	1_Envigo_1_2	1_Envigo_1	Envigo	1	2	3	30-Nov-18	1	-4	-5	16.7	run_2	plate_2	F8	NA	NA	NA	4200000	9999999.999999998	7099999.999999999	22000000	55800000	7099999.999999999	1860000	16000	NA	2100	colonized	0	0	17.5	-0.8000000000000007
E21D3E1	1_Envigo_2_1	1_Envigo_2	Envigo	2	1	3	30-Nov-18	1	-4	-5	15.6	run_2	plate_2	G4	NA	NA	NA	7000000	15999999.999999998	11500000	11999999.999999998	53800000	11500000	520000	19000	NA	1400	colonized	0	0	17.1	-1.5000000000000018
E22D3E1	1_Envigo_2_2	1_Envigo_2	Envigo	2	2	3	30-Nov-18	1	-4	-5	17.1	run_2	plate_2	H4	NA	NA	NA	13800000	57999999.99999999	35900000	147000000	52400000	35900000	1370000	15000	NA	1000	colonized	0	0	17.5	-0.3999999999999986
S11D4E1	1_Schloss_1_1	1_Schloss_1	Schloss	1	1	4	1-Dec-18	1	-3	-4	23.03	run_2	plate_3	G2	NA	NA	NA	NA	NA	NA	75000000	4480000	2500000	NA	0	0	NA	no_data	0	0	22.4	0.6300000000000026
S12D4E1	1_Schloss_1_2	1_Schloss_1	Schloss	1	2	4	1-Dec-18	1	-3	-4	21.23	run_2	plate_3	G5	NA	NA	NA	80000	400000	240000	90000000	19800000	4300000	240000	4400	0	34000	colonized	0	0	22	-0.7699999999999996
S21D4E1	1_Schloss_2_1	1_Schloss_2	Schloss	2	1	4	1-Dec-18	1	-3	-4	22.6	run_2	plate_3	G8	NA	NA	NA	60000	NA	60000	10000000	NA	400000	60000	18900	14400	2500	colonized	0	0	22.6	0
S22D4E1	1_Schloss_2_2	1_Schloss_2	Schloss	2	2	4	1-Dec-18	1	-3	-4	20.4	run_2	plate_3	G6	NA	NA	NA	NA	NA	NA	38000000	25000000	NA	NA	4200	2000	NA	no_data	0	0	22.2	-1.8000000000000007
Y11D4E1	1_Young_1_1	1_Young_1	Young	1	1	4	1-Dec-18	1	-3	-4	21.18	run_2	plate_3	G12	NA	NA	NA	NA	NA	NA	53000000	6300000	3100000	NA	1000	1000	1000	colonized	0	0	19.5	1.6799999999999997
Y12D4E1	1_Young_1_2	1_Young_1	Young	1	2	4	1-Dec-18	1	-3	-4	19.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	182000000	3230000	1600000	NA	0	0	0	not_detectable	0	0	19	0.3500000000000014
Y13D4E1	1_Young_1_3	1_Young_1	Young	1	3	4	1-Dec-18	1	-3	-4	21.15	run_2	plate_3	H7	NA	NA	NA	NA	NA	NA	25000000	3190000	600000	NA	0	0	0	not_detectable	0	0	20	1.1499999999999986
Y21D4E1	1_Young_2_1	1_Young_2	Young	2	1	4	1-Dec-18	1	-3	-4	20.63	run_2	plate_3	H2	NA	NA	NA	20000	NA	20000	26000000	27200000	NA	20000	12000	0	0	not_detectable	0	0	19.6	1.0299999999999976
Y22D4E1	1_Young_2_2	1_Young_2	Young	2	2	4	1-Dec-18	1	-3	-4	20.94	run_2	plate_3	H1	NA	NA	NA	NA	NA	NA	193000000	NA	3000000	NA	1000	NA	0	not_detectable	0	0	20.9	0.0400000000000027
J11D4E1	1_Jackson_1_1	1_Jackson_1	Jackson	1	1	4	1-Dec-18	1	-4	-5	17.28	run_2	plate_3	G3	NA	NA	NA	2600000	5999999.999999999	4300000	NA	71400000	191999999.99999997	4300000	150000	92000	275000	colonized	0	0	18.8	-1.5199999999999996
J12D4E1	1_Jackson_1_2	1_Jackson_1	Jackson	1	2	4	1-Dec-18	1	-4	-5	18.53	NA	NA	NA	NA	NA	NA	6000000	9999999.999999998	7999999.999999999	NA	NA	7900000	7999999.999999999	820000	10000	NA	no_data	0	0	17	1.5300000000000011
J21D4E1	1_Jackson_2_1	1_Jackson_2	Jackson	2	1	4	1-Dec-18	1	-4	-5	17.94	run_2	plate_3	H8	NA	NA	NA	800000	3999999.9999999995	2400000	65000000	NA	22100000	2400000	130000	66000	NA	no_data	0	0	18.5	-0.5599999999999987
J22D4E1	1_Jackson_2_2	1_Jackson_2	Jackson	2	2	4	1-Dec-18	1	-4	-5	18.35	run_2	plate_3	H5	NA	NA	NA	400000	NA	400000	13999999.999999998	NA	36300000	400000	80000	29000	4000	colonized	0	0	17.1	1.25
C11D4E1	1_Charles River_1_1	1_Charles River_1	Charles River	1	1	4	1-Dec-18	1	-2	-3	20.82	run_2	plate_3	H3	NA	NA	NA	2000	NA	2000	5999999.999999999	420000	960000	2000	3000	1100	1000	colonized	0	0	20.3	0.5199999999999996
C12D4E1	1_Charles River_1_2	1_Charles River_1	Charles River	1	2	4	1-Dec-18	1	-2	-3	15.61	run_2	plate_3	H4	NA	NA	NA	72000	200000	136000	11000000	NA	27600000	136000	24900	3300	200	colonized	0	0	16.7	-1.0899999999999999
C21D4E1	1_Charles River_2_1	1_Charles River_2	Charles River	2	1	4	1-Dec-18	1	-2	-3	20.06	run_2	plate_3	G9	NA	NA	NA	NA	NA	NA	42000000	170000	NA	NA	0	NA	0	not_detectable	0	0	19	1.0599999999999987
C22D4E1	1_Charles River_2_2	1_Charles River_2	Charles River	2	2	4	1-Dec-18	1	-2	-3	17.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	320000	NA	NA	0	0	0	not_detectable	0	0	17.7	-0.14999999999999858
T11D4E1	1_Taconic_1_1	1_Taconic_1	Taconic	1	1	4	1-Dec-18	1	-3	-4	18.37	NA	NA	NA	NA	NA	NA	1220000	2200000	1710000	16000000	NA	6699999.999999999	1710000	11600000	NA	NA	no_data	0	0	18.9	-0.5299999999999976
T12D4E1	1_Taconic_1_2	1_Taconic_1	Taconic	1	2	4	1-Dec-18	1	-3	-4	18.49	run_2	plate_3	G4	NA	NA	NA	NA	47400000	47400000	NA	NA	83999999.99999999	47400000	NA	20000	1950000	colonized	700000	96000	19	-0.5100000000000016
T21D4E1	1_Taconic_2_1	1_Taconic_2	Taconic	2	1	4	1-Dec-18	1	-3	-4	18.28	run_2	plate_3	G7	NA	NA	NA	NA	NA	NA	123000000	NA	NA	NA	NA	51200000	NA	no_data	0	0	17	1.2800000000000011
T22D4E1	1_Taconic_2_2	1_Taconic_2	Taconic	2	2	4	1-Dec-18	1	-3	-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	20	NA
E11D4E1	1_Envigo_1_1	1_Envigo_1	Envigo	1	1	4	1-Dec-18	1	-3	-4	17.84	run_2	plate_3	H6	NA	NA	NA	1360000	2000000	1680000	62000000	15000000	18100000	1680000	300000	16000	0	not_detectable	0	0	17.3	0.5399999999999991
E12D4E1	1_Envigo_1_2	1_Envigo_1	Envigo	1	2	4	1-Dec-18	1	-3	-4	18.4	run_2	plate_3	G11	NA	NA	NA	320000	3400000	1860000	22000000	55800000	7099999.999999999	1860000	16000	NA	2100	colonized	0	0	17.5	0.8999999999999986
E21D4E1	1_Envigo_2_1	1_Envigo_2	Envigo	2	1	4	1-Dec-18	1	-3	-4	17.63	run_2	plate_3	G10	NA	NA	NA	640000	400000	520000	11999999.999999998	53800000	11500000	520000	19000	NA	1400	colonized	0	0	17.1	0.5299999999999976
E22D4E1	1_Envigo_2_2	1_Envigo_2	Envigo	2	2	4	1-Dec-18	1	-3	-4	18.63	run_2	plate_3	H9	NA	NA	NA	1540000	1200000	1370000	147000000	52400000	35900000	1370000	15000	NA	1000	colonized	0	0	17.5	1.129999999999999
S11D5E1	1_Schloss_1_1	1_Schloss_1	Schloss	1	1	5	2-Dec-18	1	-1	-2	22.9	run_1	plate_3	G11	NA	NA	NA	0	NA	0	75000000	4480000	2500000	NA	0	0	NA	no_data	0	0	22.4	0.5
S12D5E1	1_Schloss_1_2	1_Schloss_1	Schloss	1	2	5	2-Dec-18	1	-1	-2	21.7	run_1	plate_3	G12	NA	NA	NA	800	8000	4400	90000000	19800000	4300000	240000	4400	0	34000	colonized	0	0	22	-0.3000000000000007
S21D5E1	1_Schloss_2_1	1_Schloss_2	Schloss	2	1	5	2-Dec-18	1	-1	-2	22.7	run_1	plate_3	G5	NA	NA	NA	7800	30000	18900	10000000	NA	400000	60000	18900	14400	2500	colonized	0	0	22.6	0.09999999999999787
S22D5E1	1_Schloss_2_2	1_Schloss_2	Schloss	2	2	5	2-Dec-18	1	-1	-2	21.2	run_1	plate_3	H4	NA	NA	NA	4400	4000	4200	38000000	25000000	NA	NA	4200	2000	NA	no_data	0	0	22.2	-1
Y11D5E1	1_Young_1_1	1_Young_1	Young	1	1	5	2-Dec-18	1	-1	-2	20.6	run_1	plate_3	G1	NA	NA	NA	0	2000	1000	53000000	6300000	3100000	NA	1000	1000	1000	colonized	0	0	19.5	1.1000000000000014
Y12D5E1	1_Young_1_2	1_Young_1	Young	1	2	5	2-Dec-18	1	-1	-2	19.1	run_1	plate_3	F11	NA	NA	NA	0	NA	0	182000000	3230000	1600000	NA	0	0	0	not_detectable	0	0	19	0.10000000000000142
